ID;Nom;Statut;Etape;Pipeline;Montant HT;Probabilite %;Date cloture;Client;Email client;Responsable;Tags;Source;Date creation;Description
1194284;75-Delaunay-Paris-Eglise-Suédoise-Panneau-DP-201709;won;Devis froid;Commercial;565.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-23;
1194574;75-Rougier et Plé-Paris3-Habillage façade boutique-201801;won;Devis froid;Commercial;37517.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-23;
1195802;93-Syctom-St Ouen-Palissade-201801;won;Devis froid;Commercial;9632.00;30;;;;;;Bouche à oreille / Prescription;2018-01-24;
1195928;92-PLD-Puteaux-RDCPanneauxVoirie-201801;cancelled;Devis froid;Commercial;5200.00;30;;;;;;Client existant;2018-01-24;
1196025;92-PLD-Puteaux-Signalétique Coupole-201801;won;Devis froid;Commercial;1855.00;30;;;;;;Client existant;2018-01-24;
1196551;80-etats d'esprit-Amiens-Réintervention-201801;cancelled;Devis froid;Commercial;2518.20;30;;;;;;Client existant;2018-01-24;
1197152;92-Foncière Habitat-Puteaux-Palissade SCCV PUTEAUX 2-201710;closed;Devis froid;Commercial;5121.00;30;;;;;;Client existant;2018-01-24;
1199629;75-Groupe Legendre-Paris-Habillage façade-201710;won;Devis froid;Commercial;20618.30;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-25;
1199782;92-Sennse-T10-Nanterre-2p-201801;lost;Devis froid;Commercial;224.00;30;;;;;;Client existant;2018-01-25;
1200642;75-Ville de Paris-Collectif Chapelle Charbon-Paris18-palissade bois-201801;lost;Devis froid;Commercial;34529.12;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-25;
1202013;78-Unibail-Velizy-Candelize-201611;lost;Devis froid;Commercial;7200.00;30;;;;;;Client existant;2018-01-25;
1202752;75-Collection Pinault-Paris1-Bache module Bourse Commerce-201708;won;Devis froid;Commercial;1150.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-25;
1202756;75-Collection Pinault-Paris1-Bache module Bourse Commerce-201801;won;Devis froid;Commercial;4869.00;30;;;;;;Client existant;2018-01-25;
1204110;94-Fontenay-sous-bois-Ville-Palissade mobile-201801;closed;Devis froid;Commercial;33000.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-26;
1204875;44-CBI Promotion-Nantes-Palissades-201801;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-26;
1204933;78-Parenge-SaintGermainenLaye-AO Ratp-201709;lost;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-26;
1205509;33-Dauchez Payet-Saint Emilion-Habillage palissade Chateau Troplong Mondot-201708;won;Devis froid;Commercial;11592.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-27;
1205560;75-Inédit Joaillier-Paris-Habillage décoratif façade-201709;won;Devis froid;Commercial;6947.78;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-27;
1205568;93-Algeco-SaintOuen-algeco deco Ramery-201706;won;Devis froid;Commercial;76257.00;30;;;;;;Client existant;2018-01-27;
1205710;06-Algeco-Juan les Pins-Ecole catholique-201709;won;Devis froid;Commercial;3560.00;30;;;;;;Client existant;2018-01-28;
1205719;86-Algeco-Avanton-déco Ecole maternelle-201709;won;Devis froid;Commercial;2110.00;30;;;;;;Client existant;2018-01-28;
1205722;92-Groupe Legendre-La Défense-Palissade chantier Oxygen-201711;won;Devis froid;Commercial;12125.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205728;78-Unibail-Velizy2-Travaux-201612;won;Devis froid;Commercial;83388.00;30;;;;;;Commercial / Partenaire;2018-01-28;
1205738;28-Algeco-Chartres-Algeco Deco Volkswagen-201801;won;Devis froid;Commercial;1100.00;30;;;;;;Client existant;2018-01-28;
1205781;17-Algeco-SAINT SEVER DE SAINTONGE-Ecole-déco bois-201710;won;Devis froid;Commercial;1560.00;30;;;;;;Client existant;2018-01-28;
1205786;92-Eiffage construction-La Défense-Michelet-Stickers-201801;won;Devis froid;Commercial;394.00;30;;;;;;Client existant;2018-01-28;
1205796;75-OCDE-Paris-Palissade Pavillon accueil-201711;won;Devis froid;Commercial;21263.66;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205800;75-Folks-Paris-Palissade imprimée et street art-201709;cancelled;Devis froid;Commercial;12687.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205804;31-W-Architecture-Toulouse-Habillage façade-201711;closed;Budget;Commercial;53105.00;0;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205805;69-Algeco-Meyzieu-modules agence-201712;cancelled;Devis froid;Commercial;810.00;30;;;;;;Client existant;2018-01-28;
1205806;98-Algeco-Monaco-Deco parc-201709;closed;Devis froid;Commercial;21110.00;30;;;;;;Client existant;2018-01-28;
1205807;69-Agence Hula Hoop-Lyon-Signalétique chantier-201712;closed;Budget;Commercial;11913.80;0;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205808;69-Algeco-Lyon-AO Habillage coloré-201801;closed;Budget;Commercial;11910.00;0;;;;;;Client existant;2018-01-28;
1205809;94-Agence Giboulées-Vitry-sur-Seine-Backlight et adhesif-201712;lost;Devis froid;Commercial;813.00;30;;;;;;Client existant;2018-01-28;
1205810;07-Algeco-Serrieres-Coved-bureau/vestiaires-201711;closed;Devis froid;Commercial;14650.00;30;;;;;;Client existant;2018-01-28;
1205811;95-Algeco-Val d'Oise-Cadre déco intérieur-201709;won;Devis froid;Commercial;1600.00;30;;;;;;Client existant;2018-01-28;
1205813;IDF-Nacarat-IDF Palissade - Com sur chantier pour terrain-201710;lost;Devis froid;Commercial;944.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205819;78-Algeco Paris-Ouest-Rambouillet-Clae Clairbois-201712;won;Devis froid;Commercial;10850.00;30;;;;;;Client existant;2018-01-28;
1205821;75-Sade cgth-Paris-Habillage déco bungalow-Eau de Paris-201703;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205823;91-Algeco-Savigny sur orge-Deco-201712;closed;Devis froid;Commercial;1760.00;30;;;;;;Client existant;2018-01-28;
1205825;75-3F-Paris-Projet test-201801;cancelled;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205826;75-Oasiis-Paris-Prescripteur Mobilize-201801;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205827;85-Matador-Sables d'Olonne-Habillage Panneaux-201801;cancelled;Devis froid;Commercial;17646.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205828;AO-3E-SGP-conseil signaletique-201704;won;Devis froid;Commercial;0.00;30;;;;;;Client existant;2018-01-28;
1205831;75-Homunity-Paris15-4x3-201704;lost;Devis froid;Commercial;4598.00;30;;;;;;Client existant;2018-01-28;
1205833;FR-Algeco-FR-Signature Plexi-201512;cancelled;Devis froid;Commercial;0.00;30;;;;;;Client existant;2018-01-28;
1205834;93-Pierreval-Bagnolet-Le Zephir Palissade-201710;won;Devis froid;Commercial;4958.25;30;;;;;;Client existant;2018-01-28;
1205837;73-Cristal Habitat-Savoie-Habillage palissade-201709;lost;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-28;
1205839;91-Agglo Etampois-Etampes-Toile-201712;cancelled;Devis froid;Commercial;24590.00;30;;;;;;Client existant;2018-01-28;
1205842;75-Eiffage Construction-Paris Montparnasse-IGSM-201710;lost;Devis froid;Commercial;110390.00;30;;;;;;Client existant;2018-01-28;
1205844;94-Algeco-Joinville-RATP-2-bâches-escaliers-201710;lost;Devis froid;Commercial;23896.00;30;;;;;;Client existant;2018-01-28;
1205847;98-Colas France-Monaco-Habillage palissade-201801;lost;Devis froid;Commercial;7060.00;30;;;;;;Client existant;2018-01-28;
1208644;92-Sennse-T10-Nanterre-4panneaux 80x120cm-201801;won;Devis froid;Commercial;126.00;30;;;;;;Client existant;2018-01-30;
1208955;75-Villanova-Paris-Palissade osb-201706;cancelled;Devis froid;Commercial;3781.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-30;
1208962;78-Avelis-Versailles-habillage-modules-201707;cancelled;Devis froid;Commercial;2858.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-30;
1209223;34-CC-GrandPicSaintLoup-Ville-potence-candelabre-201801;lost;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-30;
1209379;92-Foncière Habitat-Colombes-Palissade SCCV COLOMBES 1-201710;won;Devis froid;Commercial;6708.00;30;;;;;;Client existant;2018-01-30;
1209462;92-Epadesa-Défense-AO-201703;lost;Devis froid;Commercial;0.00;30;;;;;;Client existant;2017-03-08;
1209463;34-Gaxieu-Vias-Palissade-mobile-201702;closed;Devis froid;Commercial;41555.04;30;;;;;;Appel entrant / Emailing / Marketing;2017-02-21;
1209464;67-Cougnaud-Duttlenheim-Habillage escalier toile-201709;cancelled;Devis froid;Commercial;5248.00;30;;;;;;Commercial / Partenaire;2017-09-22;
1209465;92-DEFACTO-NANTERRE-Candelize-201702;closed;Devis froid;Commercial;0.00;30;;;;;;Bouche à oreille / Prescription;2017-02-03;
1209466;31-GBMP-Toulouse-Palissade bois vitrée-201701;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-01-18;
1209467;75-LINKCITY-Paris--Bâche-201709;cancelled;Devis froid;Commercial;15346.00;30;;;;;;Bouche à oreille / Prescription;2017-09-25;
1209468;92-Ville Garenne Colombes-Garenne Colombes-Palissade Toile-201706;closed;Devis froid;Commercial;6100.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-06-15;
1209469;92-Ville Garenne Colombes-Garenne Colombes-Palissade Conseil-201704;closed;Devis froid;Commercial;5000.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-04-13;
1209470;45-RelaisdeFontenay-Fontenay-Bâche-201605;won;Devis froid;Commercial;2813.00;30;;;;;;Bouche à oreille / Prescription;2016-05-06;
1209471;94-Tohier-Villennes-Bache sur gare-201508;closed;Devis froid;Commercial;25343.00;30;;;;;;Appel entrant / Emailing / Marketing;2015-08-28;
1209472;77-2LP-NC-Palissade Hotel 3*-201801;closed;Devis froid;Commercial;40033.92;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-09;
1209473;60-Aliancys-Compiegne-Habillage cuve toile-201801;cancelled;Devis froid;Commercial;9128.40;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-15;
1209474;75-Architecte-Paris-Palissade mobile GDN-201702;closed;Devis froid;Commercial;15400.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-02-10;
1209475;75-Eurovia Aubervilliers-Paris12-Palissade bois Caserne Reuilly-201712;closed;Devis froid;Commercial;28701.28;30;;;;;;Appel entrant / Emailing / Marketing;2017-12-14;
1209476;59-Mediabox-Tourcoing-Habillage barrière vauban-201801;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-09;
1209477;75-Percassi-Paris-Palissade Kiko-201706;closed;Identifié;Commercial;0.00;0;;;;;;Appel entrant / Emailing / Marketing;2017-06-07;
1209478;98-Saipem-Monaco-Habillage déco chantier-201709;lost;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-09-22;
1209479;13-Bouygues Immo-Rousset-Palissade 100ml-201712;lost;Devis froid;Commercial;13700.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-12-27;
1209480;75-CBRE-Paris-Bulle de vente-201705;closed;Devis froid;Commercial;0.00;30;;;;;;Commercial / Partenaire;2017-05-19;
1209481;92-DTZ-Nanterre-DéposeFaçade-201701;closed;Devis froid;Commercial;7700.00;30;;;;;;Client existant;2017-01-10;
1209482;14-Pierreval-Caen-Palissade-201712;won;Devis froid;Commercial;450.00;30;;;;;;Client existant;2018-01-02;
1209483;86-Pierreval-Futuroscope-Drapeaux grue-201709;closed;Devis froid;Commercial;5879.00;30;;;;;;Commercial / Partenaire;2017-09-21;
1209505;33-AdivBois-Bordeaux-Panneaux bois imprimés-salon-201706;closed;Devis froid;Commercial;0.00;30;;;;;;Commercial / Partenaire;2017-06-21;
1209506;75-Atelier24-Paris-Palissade Mobilize Jardin acclimatation-201703;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-03-21;
1209507;75-ATELIER TSUYOSHI TANE-Paris-Habillage bâtiment projet Furoshiki-201709;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-09-07;
1209508;75-CNOSF-Paris-bâches-promotionnelles-201707;closed;Devis froid;Commercial;1909.50;30;;;;;;Appel entrant / Emailing / Marketing;2017-07-17;
1209509;IDF-Ertim-NC-Palissade Hotel-201703;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-03-17;
1209510;45-Eurovia-Orléans-Bâche Carrefour Property-201611;closed;Devis froid;Commercial;8336.00;30;;;;;;Appel entrant / Emailing / Marketing;2016-11-07;
1209511;06-Métropole Nice-Habillage palissade intervention enfants-201610;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2016-10-27;
1209512;95-Netfacades-Filet imprimée avec motif logo-201610;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2016-10-12;
1209513;75-SETEC-Paris-Palissade 4m Jardin acclimatation-201703;closed;Devis froid;Commercial;109800.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-12-08;
1209514;93-Socaren-Noisy-le-Grand-Habillage chantier 2palis-201706;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-06-22;
1209515;75-Vinci Construction-Paris-Palissade boutique-201710;closed;Devis froid;Commercial;3449.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-10-18;
1209516;75-V2G Karenae-Paris-Palissade bois event Tatarstan-2017014;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-04-03;
1209517;32-Vicentini restauration-Auch-Filet cathédrale auch-201706;closed;Devis froid;Commercial;5800.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-06-30;
1209518;75-Affine-Paris-Bache publicitaire bvd-201712;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-12-01;
1209519;75-Dodeka-Paris-Habilage boutique Sonia Rykiel-201710;closed;Devis froid;Commercial;750.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-10-11;
1209520;75-Groupe-segexParis-Habillage déco bungalow-Eau de Paris-201703;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-03-24;
1209521;35-Loxam Module-Rennes-Film protection sécurité-201709;closed;Devis froid;Commercial;803.58;30;;;;;;Commercial / Partenaire;2017-09-15;
1209522;18-LV Tec-Bourges-Palissade chantier bois-201705;closed;Devis froid;Commercial;42804.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-05-10;
1209523;94-LVDH-Vincennes-palissade boutique sans habillage-201709;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-09-26;
1209524;26-Sygmat-Etoile sur Rhone-Bâche salon-201706;closed;Devis froid;Commercial;550.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-06-30;
1209644;13-Societe4D-Aubagne-Faconeo cloture mobile-201801;lost;Budget;Commercial;21339.99;0;;;;;;Appel entrant / Emailing / Marketing;2018-01-30;
1209648;75-Epaurif-Paris-Palissade-Sorbonne-201703;won;Devis froid;Commercial;18719.05;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-30;
1209685;92-Epadesa-Courbevoie-PD Mosquée-201712;won;Devis froid;Commercial;607.90;30;;;;;;Client existant;2018-01-30;
1209748;92-Eiffage construction-La Défense-Palissade Michelet-201701;won;Devis froid;Commercial;7034.00;30;;;;;;Client existant;2018-01-30;
1209767;94-CC INVESTS-Rungis-Panneaux com 2,15x2m-201801;lost;Devis froid;Commercial;502.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-30;
1210577;32-SGRP-Auch-Cathédrale-201801;won;Devis froid;Commercial;4738.60;30;;;;;;Appel entrant / Emailing / Marketing;2018-01-31;
1211131;59-Algeco-Valenciennes-Centre hospitalier-201801;won;Devis froid;Commercial;6465.00;30;;;;;;Client existant;2018-01-31;
1211485;59-Algeco-Bouchain-Deco EDF-201801;cancelled;Devis froid;Commercial;30360.00;30;;;;;;Client existant;2018-01-31;
1211682;69-BlueSolutions-Lyon-HabillageAutomobile-201801;lost;Devis froid;Commercial;0.00;30;;;;;;Commercial / Partenaire;2018-01-31;
1212793;35-Algeco-Cesson-CLARANET-VS2-201802;won;Devis froid;Commercial;7910.00;30;;;;;;Client existant;2018-02-01;
1213867;77-Algeco-BrieComteRobert-Showroom-agence-201802;won;Devis froid;Commercial;710.00;30;;;;;;Client existant;2018-02-02;
1214032;33-Agence-Com-Together-Bordeaux-Palissade-bois-201802;closed;Budget;Commercial;9818.22;0;;;;;;Appel entrant / Emailing / Marketing;2018-02-02;
1216425;98-SIVIAM-Monaco-Habillage palissade-201802;won;Devis froid;Commercial;3718.63;30;;;;;;Client existant;2018-02-05;
1217587;13-Algeco-Aix en provence-Résidence Leopold Cartoux-201709;won;Devis froid;Commercial;1460.00;30;;;;;;Client existant;2018-02-06;
1217601;92-Ville Garenne Colombes-Garenne Colombes-Palissade com gba-201704;won;Devis froid;Commercial;24073.00;30;;;;;;Appel entrant / Emailing / Marketing;2018-02-06;
1218115;39-Ville Dole-Dole-Habillage echaf bache-201701;closed;Devis froid;Commercial;1757.40;30;;;;;;Appel entrant / Emailing / Marketing;2017-01-11;
1218116;LUX-Jooe Style-Luxembourg-Kit Magpole Clik-Cik-201702;closed;Devis froid;Commercial;340.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-02-16;
1218117;68-GgeCourtois-Cernay-Aimants Clik-Clik-201702;closed;Devis froid;Commercial;400.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-02-17;
1218118;69-Algeco Lyon-VaulxEnVelin-Beauvarie-201703;closed;Devis froid;Commercial;1910.00;30;;;;;;Client existant;2017-03-07;
1218119;38-Algeco Lyon-Villard-Bonnot-AdhEsif blanc tableaux velleda-201701;closed;Devis froid;Commercial;650.00;30;;;;;;Client existant;2017-01-25;
1218120;44-Algeco Nantes-Vertou-Office notarial-201701;closed;Devis froid;Commercial;1910.00;30;;;;;;Client existant;2017-01-23;
1218121;06-Algeco Vitrolles-Villeneuve Loubet-Algeco Deco-201702;closed;Devis froid;Commercial;0.00;30;;;;;;Client existant;2017-02-23;
1218122;06-Algeco-StLaurent-Cap3000-201701;closed;Devis froid;Commercial;12441.54;30;;;;;;Client existant;2017-01-13;
1218123;59-Ville de Hem-Hem-Habillage palissade mairie 60ml-201609;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2016-09-30;
1218124;60-Algeco-Chaumont-en-Vexin-Deco-Ecole Bachivillers-201702;closed;Devis froid;Commercial;7510.00;30;;;;;;Client existant;2017-02-28;
1218125;13-Hotel Victor-Cabries-Habillage facade-201701;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-01-05;
1218126;69-Algeco-Lyon-Algeco deco Citroen-201702;closed;Devis froid;Commercial;2210.00;30;;;;;;Client existant;2017-02-20;
1218127;60-Algeco Libercourt-Senlis-Deco Aubarne-201705;closed;Devis froid;Commercial;2410.00;30;;;;;;Client existant;2017-05-05;
1218128;37-Algeco-BallanMire-AHMfilets-201705;closed;Devis froid;Commercial;1110.00;30;;;;;;Client existant;2017-05-10;
1218129;62-Algeco Libercourt-kit logo Sogea-201707;closed;Devis froid;Commercial;220.00;30;;;;;;Client existant;2017-07-26;
1218130;75-Algeco-Paris12-AO dossier 664831-201703;closed;Devis froid;Commercial;2810.00;30;;;;;;Client existant;2017-03-14;
1218131;35-Algeco-Cesson-Baie vitrEe Assistance Auto 24-201612;closed;Devis froid;Commercial;650.00;30;;;;;;Client existant;2016-12-14;
1218132;IDF-Algeco-IDF-Icade Bulle de vente-201709;closed;Devis froid;Commercial;0.00;30;;;;;;Client existant;2017-10-02;
1218149;80-Etat d'Esprit-Amiens-Habillage Chantier S1-201702;closed;Devis froid;Commercial;36108.00;30;;;;;;Commercial / Partenaire;2018-02-06;
1218173;39-Ville Dole-Dole-Habillage echaf bache-201701;closed;Devis froid;Commercial;1757.40;30;;;;;;Appel entrant / Emailing / Marketing;2017-01-11;
1218174;LUX-Jooe Style-Luxembourg-Kit Magpole Clik-Cik-201702;closed;Devis froid;Commercial;340.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-02-16;
1218175;68-GgeCourtois-Cernay-Aimants Clik-Clik-201702;closed;Devis froid;Commercial;400.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-02-17;
1218176;69-Algeco Lyon-VaulxEnVelin-Beauvarie-201703;closed;Devis froid;Commercial;1910.00;30;;;;;;Client existant;2017-03-07;
1218177;38-Algeco Lyon-Villard-Bonnot-AdhEsif blanc tableaux velleda-201701;closed;Devis froid;Commercial;650.00;30;;;;;;Client existant;2017-01-25;
1218178;44-Algeco Nantes-Vertou-Office notarial-201701;closed;Devis froid;Commercial;1910.00;30;;;;;;Client existant;2017-01-23;
1218179;06-Algeco Vitrolles-Villeneuve Loubet-Algeco Deco-201702;closed;Devis froid;Commercial;0.00;30;;;;;;Client existant;2017-02-23;
1218180;06-Algeco-StLaurent-Cap3000-201701;closed;Devis froid;Commercial;12441.54;30;;;;;;Client existant;2017-01-13;
1218181;59-Ville de Hem-Hem-Habillage palissade mairie 60ml-201609;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2016-09-30;
1218182;60-Algeco-Chaumont-en-Vexin-Deco-Ecole Bachivillers-201702;closed;Devis froid;Commercial;7510.00;30;;;;;;Client existant;2017-02-28;
1218183;13-Hotel Victor-Cabries-Habillage facade-201701;closed;Devis froid;Commercial;0.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-01-05;
1218184;69-Algeco-Lyon-Algeco deco Citroen-201702;closed;Devis froid;Commercial;2210.00;30;;;;;;Client existant;2017-02-20;
1218185;60-Algeco Libercourt-Senlis-Deco Aubarne-201705;closed;Devis froid;Commercial;2410.00;30;;;;;;Client existant;2017-05-05;
1218186;37-Algeco-BallanMire-AHMfilets-201705;closed;Devis froid;Commercial;1110.00;30;;;;;;Client existant;2017-05-10;
1218187;62-Algeco Libercourt-kit logo Sogea-201707;closed;Devis froid;Commercial;220.00;30;;;;;;Client existant;2017-07-26;
1218188;75-Algeco-Paris12-AO dossier 664831-201703;closed;Devis froid;Commercial;2810.00;30;;;;;;Client existant;2017-03-14;
1218189;35-Algeco-Cesson-Baie vitrEe Assistance Auto 24-201612;closed;Devis froid;Commercial;650.00;30;;;;;;Client existant;2016-12-14;
1218190;IDF-Algeco-IDF-Icade Bulle de vente-201709;closed;Devis froid;Commercial;0.00;30;;;;;;Client existant;2017-10-02;
1218192;80-Algeco-Argoules-deco Jardins de Valloires-201712;lost;Devis froid;Commercial;0.00;30;;;;;;Client existant;2017-12-18;
1218193;69-AgoraOpi-Lyon-Forex-Smiley-LM-201701;closed;Devis froid;Commercial;380.00;30;;;;;;Client existant;2017-02-17;
1218194;69-Algeco-Tarare-BNP-201611;closed;Devis froid;Commercial;5710.00;30;;;;;;Client existant;2017-02-06;
1218195;63-Algeco-Murol-AlgecoDecoChateau-201706;won;Devis froid;Commercial;1145.20;30;;;;;;Client existant;2017-07-31;
1218196;69-Algeco-Lyon-FetedesLumi√®res-201710;closed;Devis froid;Commercial;4710.00;30;;;;;;Client existant;2017-12-11;
1218197;35-Algeco-Chateaubrg-logoForafrce-201708;closed;Devis froid;Commercial;1910.00;30;;;;;;Client existant;2017-10-31;
1218198;35-Algeco-Montgermont-Maisonfami-201710;closed;Devis froid;Commercial;2010.00;30;;;;;;Client existant;2017-12-05;
1218199;17-Algeco-LaRochelle-Dautet-201710;closed;Devis froid;Commercial;1110.00;30;;;;;;Client existant;2017-12-21;
1218200;92-Algeco-Clamart-Pharma securite-201704;closed;Devis froid;Commercial;954.00;30;;;;;;Client existant;2017-06-22;
1218201;78-Algeco-Aubergenville-8modules-201706;closed;Devis froid;Commercial;10510.00;30;;;;;;Client existant;2017-08-30;
1218202;92-Algeco-Issy-Module Le Reacteur-201709;closed;Devis froid;Commercial;1110.00;30;;;;;;Client existant;2017-10-02;
1218203;57-Algeco-Marly-Anzile-201612;won;Devis froid;Commercial;1110.00;30;;;;;;Client existant;2017-01-09;
1218204;08-AlgecoStrasbourg-EspaceHabitat-201701;closed;Devis froid;Commercial;2560.00;30;;;;;;Client existant;2017-05-12;
1218205;57-Algeco-Marly-SCCV MARILIA-201706;closed;Devis froid;Commercial;650.00;30;;;;;;Client existant;2017-08-28;
1218206;83-Algeco-Ramatuelle-La Reserve-201612;closed;Devis froid;Commercial;5710.00;30;;;;;;Client existant;2017-03-21;
1218207;06-Algeco-Cannes-AéroportCannes-201612;closed;Devis froid;Commercial;650.00;30;;;;;;Client existant;2017-02-24;
1218208;06-Algeco-Cannes-AéroportCannes-201612;closed;Devis froid;Commercial;650.00;30;;;;;;Client existant;2017-03-10;
1218209;06-Algeco-Nice-Deco-GARELLI-201703;closed;Devis froid;Commercial;650.00;30;;;;;;Client existant;2017-06-22;
1218210;13-Algeco-Marseille-IMELesChalets-201706;closed;Devis froid;Commercial;3810.00;30;;;;;;Client existant;2017-10-02;
1218211;75-C&A-Paris-systeme en hauteur-201704;closed;Devis froid;Commercial;240.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-05-05;
1218212;56-Carrefour-Vannes-Loopline supp-201610;closed;Devis froid;Commercial;215.00;30;;;;;;Bouche à oreille / Prescription;2017-01-05;
1218213;92-EPADESA-NANTERRE-ASCENSEUR-201612;closed;Devis froid;Commercial;337.50;30;;;;;;Client existant;2017-02-20;
1218214;92-Epadesa-Nanterre-PanneauPieton-201612;won;Devis froid;Commercial;1875.00;30;;;;;;Client existant;2017-04-07;
1218215;92-Epadesa-Nanterre-Panneau PD-201701;closed;Devis froid;Commercial;1362.90;30;;;;;;Client existant;2017-01-30;
1218216;92-FonciereHabitat-Puteaux-Clot.-201702;won;Devis froid;Commercial;12024.00;30;;;;;;Client existant;2017-04-12;
1218217;78-GCC-Aubergenville-baches-201707;won;Devis froid;Commercial;345.00;30;;;;;;Appel entrant / Emailing / Marketing;2017-09-11;
1218218;92-SennseT10-Nanterre-6u-Travaux-201712;closed;Devis froid;Commercial;145.00;30;;;;;;Commercial / Partenaire;2017-12-29;
1218219;92-Algeco-LaDefense-Depoli-8-9√®me-201611;closed;Devis froid;Commercial;1075.59;30;;;;;;Client existant;2017-02-17;
1218220;92-Algeco-LaDefense-Depoli-8-9√®me-201611;closed;Devis froid;Commercial;1346.31;30;;;;;;Client existant;2017-02-17;
1218221;95-Algeco-StOuenAum-adhésolaire-201706;closed;Devis froid;Commercial;2025.00;30;;;;;;Client existant;2017-08-28;
1218222;95-Algeco-StOuenAum-adhésolaire-201706;closed;Devis froid;Commercial;360.00;30;;;;;;Client existant;2017-08-28;
1218223;62-Algeco-Audinghen-Ruedelaplage-201705;closed;Devis froid;Commercial;2900.00;30;;;;;;Client existant;2017-06-30;
1218224;60-Algeco-Ressons-permischantier-201709;closed;Devis froid;Commercial;1010.00;30;;;;;;Client existant;2017-11-14;
1218225;94-Algeco-MaisonAlt-liseret bleu-201706;closed;Devis froid;Commercial;3010.00;30;;;;;;Client existant;2017-07-10;
